order_id,customer_id,campaign_id,order_date,product_category,product_name,quantity,unit_price,sales,profit,order_status,shipping_country
ORD003515,CUST01114,C006,2024-06-12,Food & Beverage,Food & Beverage Item 12,5,70.63,353.15,162.91,COMPLETED,UK
ORD003516,CUST00581,C006,2024-06-12,Clothing,Clothing Item 40,1,115.26,115.26,38.05,COMPLETED,MX
ORD003517,CUST02828,C006,2024-06-12,Clothing,Clothing Item 1,1,117.44,117.44,65.73,COMPLETED,AU
ORD003518,CUST02735,C006,2024-06-12,Sports,Sports Item 37,4,159.18,636.72,272.94,COMPLETED,UK
ORD003519,CUST01309,C006,2024-06-12,Clothing,Clothing Item 47,3,72.96,218.88,90.21,COMPLETED,US
ORD003520,CUST02248,C006,2024-06-12,Electronics,Electronics Item 47,1,790.3,790.3,200.0,COMPLETED,US
ORD003521,CUST02311,C006,2024-06-12,Electronics,Electronics Item 7,5,480.01,2400.05,488.26,COMPLETED,FR
ORD003522,CUST02023,C006,2024-06-12,Sports,Sports Item 4,2,62.75,125.5,54.23,COMPLETED,CA
ORD003523,CUST00332,C006,2024-06-12,Electronics,Electronics Item 7,3,770.13,2310.39,1208.78,COMPLETED,UK
ORD003524,CUST01660,C006,2024-06-12,Electronics,Electronics Item 28,3,574.69,1724.0700000000002,917.01,COMPLETED,AU
ORD003525,CUST03699,C006,2024-06-12,Electronics,Electronics Item 27,4,752.11,3008.44,1610.56,COMPLETED,DE
ORD003526,CUST01829,C006,2024-06-12,Beauty,Beauty Item 10,2,90.76,181.52,73.94,COMPLETED,UK
ORD003527,CUST02236,C006,2024-06-12,Beauty,Beauty Item 30,2,55.87,111.74,34.75,COMPLETED,AU
ORD003528,CUST03979,C006,2024-06-13,Toys,Toys Item 31,2,36.23,72.46,26.18,COMPLETED,US
ORD003529,CUST00456,C006,2024-06-13,Home & Garden,Home & Garden Item 35,1,219.8,219.8,97.13,COMPLETED,US
ORD003530,CUST02467,C006,2024-06-13,,Clothing Item 47,1,90.72,90.72,43.27,COMPLETED,US
ORD003531,CUST00716,C006,2024-06-13,Electronics,Electronics Item 25,1,311.32,311.32,151.71,COMPLETED,CA
ORD003532,CUST03341,C006,2024-06-13,Beauty,Beauty Item 35,1,111.27,111.27,67.75,COMPLETED,AU
ORD003533,CUST03061,C006,2024-06-13,Food & Beverage,Food & Beverage Item 43,1,15.44,15.44,7.32,COMPLETED,DE
ORD003535,CUST02437,C006,2024-06-13,Electronics,Electronics Item 3,3,249.97,749.91,319.9,COMPLETED,US
ORD003537,CUST02082,C006,2024-06-13,Sports,Sports Item 7,2,128.57,257.14,143.91,COMPLETED,AU
ORD003538,CUST01329,C006,2024-06-13,Home & Garden,Home & Garden Item 49,1,289.85,289.85,147.57,COMPLETED,US
ORD003539,CUST01535,C006,2024-06-13,Electronics,Electronics Item 11,4,192.5,770.0,462.01,COMPLETED,US
ORD003540,CUST03173,C006,2024-06-13,Electronics,Electronics Item 38,1,529.8,529.8,186.88,COMPLETED,UK
ORD003541,CUST00652,C006,2024-06-13,Beauty,Beauty Item 25,1,97.88,97.88,39.34,COMPLETED,DE
ORD003542,CUST03318,C006,2024-06-13,Home & Garden,Home & Garden Item 39,1,70.58,70.58,22.14,COMPLETED,US
ORD003543,CUST03120,C006,2024-06-13,Electronics,Electronics Item 35,1,434.75,434.75,244.89,COMPLETED,FR
ORD003545,CUST03704,C006,2024-06-13,Electronics,Electronics Item 40,1,694.88,694.88,330.3,COMPLETED,FR
ORD003546,CUST00156,C006,2024-06-13,Sports,Sports Item 31,1,156.01,156.01,76.59,COMPLETED,CA
ORD003547,CUST01227,C006,2024-06-13,Sports,Sports Item 29,1,109.15,109.15,49.44,COMPLETED,CA
ORD003548,CUST00077,C006,2024-06-13,Clothing,Clothing Item 27,4,106.7,426.8,223.81,COMPLETED,AU
ORD003549,CUST03093,C006,2024-06-14,Home & Garden,Home & Garden Item 40,1,206.19,206.19,122.87,COMPLETED,UK
ORD003550,CUST03738,C006,2024-06-14,Home & Garden,Home & Garden Item 39,2,365.83,731.66,313.4,COMPLETED,US
ORD003551,CUST04036,C006,2024-06-14,Sports,Sports Item 15,2,56.88,113.76,49.01,COMPLETED,DE
ORD003552,CUST00629,C006,2024-06-14,Sports,Sports Item 18,2,313.42,626.84,344.58,COMPLETED,CA
ORD003553,CUST00555,C006,2024-06-14,Electronics,Electronics Item 38,2,696.42,1392.84,628.29,COMPLETED,AU
ORD003554,CUST01107,C006,2024-06-14,Sports,Sports Item 13,1,74.04,74.04,34.63,COMPLETED,UK
ORD003555,CUST01744,C006,2024-06-14,Food & Beverage,Food & Beverage Item 11,2,39.95,79.9,32.96,COMPLETED,CA
ORD003556,CUST01327,C006,2024-06-14,Home & Garden,Home & Garden Item 9,1,183.59,183.59,116.14,COMPLETED,CA
ORD003557,CUST01121,C006,2024-06-14,Home & Garden,Home & Garden Item 30,1,256.97,256.97,115.75,COMPLETED,AU
ORD003558,CUST03327,C006,2024-06-14,Electronics,Electronics Item 45,1,694.4,694.4,377.96,COMPLETED,MX
ORD003559,CUST00231,C006,2024-06-14,Books,Books Item 2,5,27.96,139.8,88.64,COMPLETED,MX
ORD003560,CUST00364,C006,2024-06-14,Beauty,Beauty Item 8,3,79.36,238.07999999999998,140.29,COMPLETED,AU
ORD003561,CUST02906,C006,2024-06-14,Toys,Toys Item 34,2,12.88,25.76,15.4,COMPLETED,UK
ORD003562,CUST00588,C006,2024-06-14,Electronics,Electronics Item 44,1,471.83,471.83,189.2,COMPLETED,US
ORD003563,CUST03271,C006,2024-06-14,Toys,Toys Item 21,1,106.14,106.14,64.18,COMPLETED,AU
ORD003564,CUST02408,C006,2024-06-14,Clothing,Clothing Item 36,2,172.76,345.52,213.65,COMPLETED,MX
ORD003565,CUST01494,C006,2024-06-14,Clothing,Clothing Item 22,4,28.9,115.6,47.36,COMPLETED,CA
ORD003566,CUST02921,C006,2024-06-14,Sports,Sports Item 31,1,300.52,300.52,150.15,COMPLETED,US
ORD003567,CUST00353,C006,2024-06-14,Beauty,Beauty Item 20,1,54.58,54.58,30.56,COMPLETED,UK
ORD003568,CUST03154,C006,2024-06-14,Home & Garden,Home & Garden Item 32,1,147.74,147.74,62.55,COMPLETED,US
ORD003569,CUST02590,C006,2024-06-14,Beauty,Beauty Item 30,3,83.89,251.67000000000002,118.52,COMPLETED,MX
ORD003570,CUST02120,C006,2024-06-15,Clothing,Clothing Item 20,1,80.19,80.19,37.16,COMPLETED,US
ORD003571,CUST03230,C006,2024-06-15,Clothing,Clothing Item 13,2,155.69,311.38,184.79,COMPLETED,CA
ORD003572,CUST02649,C006,2024-06-15,Electronics,Electronics Item 41,2,899.34,1798.68,881.25,COMPLETED,US
ORD003573,CUST01244,C006,2024-06-15,Home & Garden,Home & Garden Item 39,1,392.09,392.09,176.99,COMPLETED,MX
ORD003574,CUST03076,C006,2024-06-15,Electronics,Electronics Item 30,1,322.02,322.02,129.05,COMPLETED,FR
ORD003575,CUST00533,C006,2024-06-15,Toys,Toys Item 25,2,84.16,168.32,77.26,COMPLETED,AU
ORD003576,CUST03130,C006,2024-06-15,Electronics,Electronics Item 8,1,455.53,455.53,107.1,COMPLETED,DE
ORD003577,CUST01822,C006,2024-06-15,Beauty,Beauty Item 6,1,55.05,55.05,32.75,COMPLETED,US
ORD003578,CUST04164,C006,2024-06-15,Home & Garden,Home & Garden Item 5,2,209.7,419.4,194.86,COMPLETED,DE
ORD003580,CUST04266,C006,2024-06-15,Beauty,Beauty Item 7,1,90.01,90.01,38.09,COMPLETED,UK
ORD003581,CUST00259,C006,2024-06-15,Sports,Sports Item 5,2,325.29,650.58,236.85,COMPLETED,FR
ORD003582,CUST02745,C006,2024-06-15,Clothing,Clothing Item 11,2,73.61,147.22,72.49,COMPLETED,MX
ORD003583,CUST03303,C006,2024-06-15,Books,Books Item 27,1,57.71,57.71,27.97,COMPLETED,US
ORD003584,CUST00029,C006,2024-06-15,Books,Books Item 5,1,34.78,34.78,22.12,COMPLETED,FR
ORD003585,CUST01079,C006,2024-06-15,Electronics,Electronics Item 22,1,419.07,419.07,264.86,COMPLETED,CA
ORD003586,CUST01240,C006,2024-06-15,Home & Garden,Home & Garden Item 5,1,373.03,373.03,119.69,COMPLETED,CA
ORD003587,CUST02932,C006,2024-06-15,Electronics,Electronics Item 33,1,541.08,541.08,304.98,COMPLETED,DE
ORD003588,CUST00208,C006,2024-06-15,Books,Books Item 22,2,21.12,42.24,24.24,COMPLETED,US
ORD003589,CUST04112,C006,2024-06-15,Food & Beverage,Food & Beverage Item 13,2,68.19,136.38,61.56,COMPLETED,UK
ORD003590,CUST00880,C006,2024-06-15,Electronics,Electronics Item 15,1,275.61,275.61,149.75,COMPLETED,UK
ORD003591,CUST00272,C006,2024-06-16,Electronics,Electronics Item 37,1,388.22,388.22,174.28,COMPLETED,AU
ORD003592,CUST03664,C006,2024-06-16,Clothing,Clothing Item 49,1,149.4,149.4,63.51,COMPLETED,US
ORD003593,CUST02838,C006,2024-06-16,Home & Garden,Home & Garden Item 10,1,223.8,223.8,103.27,COMPLETED,US
ORD003594,CUST04434,C006,2024-06-16,Electronics,Electronics Item 12,1,219.88,219.88,67.37,COMPLETED,US
ORD003595,CUST02675,C006,2024-06-16,Beauty,Beauty Item 21,2,107.85,215.7,123.72,COMPLETED,US
ORD003597,CUST03436,C006,2024-06-16,Food & Beverage,Food & Beverage Item 32,3,74.77,224.31,114.68,COMPLETED,FR
ORD003598,CUST02687,C006,2024-06-16,Home & Garden,Home & Garden Item 45,1,64.5,64.5,24.05,COMPLETED,FR
ORD003599,CUST02327,C006,2024-06-16,Home & Garden,Home & Garden Item 48,1,144.21,144.21,39.9,COMPLETED,CA
ORD003600,CUST03741,C006,2024-06-16,Home & Garden,Home & Garden Item 1,3,168.41,505.23,185.57,COMPLETED,US
ORD003601,CUST00238,C006,2024-06-16,,Sports Item 14,3,218.86,656.58,377.39,COMPLETED,MX
ORD003602,CUST03325,C006,2024-06-16,Beauty,Beauty Item 7,2,29.07,58.14,31.34,COMPLETED,US
ORD003603,CUST00207,C006,2024-06-16,Home & Garden,Home & Garden Item 18,1,330.62,330.62,152.15,COMPLETED,UK
ORD003604,CUST03432,C006,2024-06-16,Books,Books Item 47,2,46.77,93.54,35.42,COMPLETED,CA
ORD003605,CUST00736,C006,2024-06-16,Electronics,Electronics Item 31,5,190.09,950.45,510.13,COMPLETED,DE
ORD003606,CUST03555,C006,2024-06-16,Home & Garden,Home & Garden Item 22,3,95.11,285.33,151.15,COMPLETED,UK
ORD003607,CUST00295,C006,2024-06-16,Food & Beverage,Food & Beverage Item 5,5,28.08,140.39999999999998,67.6,COMPLETED,US
ORD003608,CUST01911,C006,2024-06-16,Books,Books Item 35,3,57.44,172.32,67.52,COMPLETED,US
ORD003609,CUST02524,C006,2024-06-16,Toys,Toys Item 4,1,146.81,146.81,73.68,COMPLETED,MX
ORD003610,CUST02762,C006,2024-06-16,Clothing,Clothing Item 47,4,119.76,479.04,166.96,COMPLETED,DE
ORD003611,CUST01905,C006,2024-06-16,Clothing,Clothing Item 27,5,127.87,639.35,302.17,COMPLETED,US
ORD003612,CUST03272,C006,2024-06-17,Clothing,Clothing Item 2,4,27.88,111.52,56.74,COMPLETED,US
ORD003613,CUST03311,C006,2024-06-17,Sports,Sports Item 36,1,145.17,145.17,69.54,COMPLETED,US
ORD003614,CUST02778,C006,2024-06-17,Home & Garden,Home & Garden Item 4,3,393.23,1179.69,472.41,COMPLETED,FR
ORD003615,CUST01212,C006,2024-06-17,Toys,Toys Item 8,3,33.41,100.22999999999999,55.64,COMPLETED,AU
ORD003616,CUST01573,C006,2024-06-17,Home & Garden,Home & Garden Item 11,1,211.55,211.55,114.61,COMPLETED,US
ORD003617,CUST02804,C006,2024-06-17,Electronics,Electronics Item 28,3,724.51,2173.5299999999997,923.27,COMPLETED,US
ORD003618,CUST03440,C006,2024-06-17,Electronics,Electronics Item 24,1,590.71,590.71,311.08,COMPLETED,US
ORD003620,CUST01594,C006,2024-06-17,Clothing,Clothing Item 23,1,67.19,67.19,32.98,COMPLETED,UK
ORD003621,CUST02472,C006,2024-06-17,Clothing,Clothing Item 10,2,94.48,188.96,107.88,COMPLETED,MX
ORD003622,CUST01708,C006,2024-06-17,Home & Garden,Home & Garden Item 5,1,164.64,164.64,62.25,COMPLETED,US
ORD003623,CUST02457,C006,2024-06-17,Clothing,Clothing Item 18,2,138.07,276.14,161.18,COMPLETED,US
ORD003624,CUST03907,C006,2024-06-17,Books,Books Item 24,1,13.34,13.34,8.26,COMPLETED,US
ORD003625,CUST04091,C006,2024-06-17,Electronics,Electronics Item 6,5,617.78,3088.8999999999996,1820.82,COMPLETED,CA
ORD003626,CUST04244,C006,2024-06-17,Home & Garden,Home & Garden Item 9,2,255.04,510.08,220.71,COMPLETED,CA
ORD003627,CUST02648,C006,2024-06-17,Electronics,Electronics Item 41,1,236.56,236.56,124.2,COMPLETED,US
ORD003628,CUST02208,C006,2024-06-17,Books,Books Item 38,3,54.66,163.98,81.09,COMPLETED,US
ORD003629,CUST03465,C006,2024-06-17,Sports,Sports Item 45,1,170.94,170.94,78.6,COMPLETED,CA
ORD003632,CUST01275,C006,2024-06-17,Home & Garden,Home & Garden Item 3,1,139.92,139.92,58.17,COMPLETED,US
ORD003633,CUST04126,C006,2024-06-18,Sports,Sports Item 38,1,92.86,92.86,33.27,COMPLETED,AU
ORD003634,CUST01537,C006,2024-06-18,Electronics,Electronics Item 12,2,389.36,778.72,421.13,COMPLETED,MX
ORD003636,CUST03315,C006,2024-06-18,Electronics,Electronics Item 23,1,179.97,179.97,94.91,COMPLETED,UK
ORD003638,CUST02194,C006,2024-06-18,Home & Garden,Home & Garden Item 36,1,283.1,283.1,123.02,COMPLETED,AU
ORD003639,CUST00860,C006,2024-06-18,Electronics,Electronics Item 35,3,797.75,2393.25,1529.45,COMPLETED,US
ORD003640,CUST00672,C006,2024-06-18,Toys,Toys Item 49,3,26.45,79.35,33.44,COMPLETED,FR
ORD003641,CUST03707,C006,2024-06-18,Home & Garden,Home & Garden Item 44,1,161.89,161.89,66.2,COMPLETED,US
ORD003642,CUST01213,C006,2024-06-18,Beauty,Beauty Item 7,2,84.54,169.08,77.15,COMPLETED,CA
ORD003643,CUST01158,C006,2024-06-18,Books,Books Item 49,5,12.97,64.85000000000001,25.51,COMPLETED,UK
ORD003644,CUST04495,C006,2024-06-18,Books,Books Item 19,1,36.0,36.0,21.56,COMPLETED,US
ORD003645,CUST00435,C006,2024-06-18,Electronics,Electronics Item 5,1,849.31,849.31,389.86,COMPLETED,US
ORD003647,CUST02262,C006,2024-06-18,Beauty,Beauty Item 24,1,75.17,75.17,34.86,COMPLETED,DE
ORD003648,CUST01176,C006,2024-06-18,Electronics,Electronics Item 14,2,375.45,750.9,417.87,COMPLETED,UK
ORD003649,CUST00718,C006,2024-06-18,Home & Garden,Home & Garden Item 31,2,274.64,549.28,304.2,COMPLETED,DE
ORD003650,CUST01054,C006,2024-06-18,Clothing,Clothing Item 27,1,53.6,53.6,22.5,COMPLETED,US
ORD003651,CUST02786,C006,2024-06-18,Beauty,Beauty Item 36,1,66.12,66.12,32.89,COMPLETED,UK
ORD003652,CUST02993,C006,2024-06-18,Food & Beverage,Food & Beverage Item 20,1,46.32,46.32,28.93,COMPLETED,DE
ORD003654,CUST02238,C006,2024-06-19,Electronics,Electronics Item 26,2,413.43,826.86,208.35,COMPLETED,US
ORD003655,CUST01544,C006,2024-06-19,Toys,Toys Item 31,3,134.73,404.18999999999994,176.47,COMPLETED,UK
ORD003656,CUST00321,C006,2024-06-19,Clothing,Clothing Item 37,1,90.94,90.94,24.09,COMPLETED,MX
ORD003657,CUST03025,C006,2024-06-19,Toys,Toys Item 12,1,24.17,24.17,13.17,COMPLETED,DE
ORD003658,CUST02227,C006,2024-06-19,Food & Beverage,Food & Beverage Item 20,1,52.82,52.82,28.61,COMPLETED,US
ORD003659,CUST03081,C006,2024-06-19,Electronics,Electronics Item 35,1,426.44,426.44,270.94,COMPLETED,UK
ORD003660,CUST03606,C006,2024-06-19,Food & Beverage,Food & Beverage Item 35,2,30.53,61.06,32.1,COMPLETED,UK
ORD003661,CUST00044,C006,2024-06-19,Sports,Sports Item 4,4,292.25,1169.0,536.88,COMPLETED,US
ORD003662,CUST01362,C006,2024-06-19,Electronics,Electronics Item 5,1,598.81,598.81,237.67,COMPLETED,CA
ORD003663,CUST02908,C006,2024-06-19,Food & Beverage,Food & Beverage Item 41,3,67.03,201.09,91.88,COMPLETED,CA
ORD003664,CUST02635,C006,2024-06-19,Electronics,Electronics Item 35,4,390.72,1562.88,721.28,COMPLETED,UK
ORD003665,CUST01642,C006,2024-06-19,Food & Beverage,Food & Beverage Item 34,1,43.29,43.29,19.74,COMPLETED,US
ORD003666,CUST02048,C006,2024-06-19,Electronics,Electronics Item 50,3,743.61,2230.83,1039.71,COMPLETED,MX
ORD003667,CUST01706,C006,2024-06-19,Electronics,Electronics Item 48,2,679.83,1359.66,722.02,COMPLETED,UK
ORD003668,CUST02224,C006,2024-06-19,Clothing,Clothing Item 34,1,120.67,120.67,57.46,COMPLETED,MX
ORD003669,CUST01126,C006,2024-06-19,Beauty,Beauty Item 21,1,87.03,87.03,22.06,COMPLETED,US
ORD003670,CUST02405,C006,2024-06-19,Books,Books Item 1,5,32.17,160.85000000000002,80.07,COMPLETED,MX
ORD003671,CUST02830,C006,2024-06-19,Electronics,Electronics Item 11,1,880.07,880.07,436.68,COMPLETED,UK
ORD003672,CUST01643,C006,2024-06-19,Beauty,Beauty Item 48,1,61.91,61.91,21.94,COMPLETED,MX
ORD003673,CUST02429,C006,2024-06-19,Home & Garden,Home & Garden Item 49,4,58.33,233.32,102.73,COMPLETED,UK
ORD003675,CUST04169,C006,2024-06-20,Electronics,Electronics Item 19,1,818.77,818.77,371.3,COMPLETED,CA
ORD003676,CUST00975,C006,2024-06-20,Sports,Sports Item 14,1,272.45,272.45,123.28,COMPLETED,FR
ORD003677,CUST01939,C006,2024-06-20,Electronics,Electronics Item 44,2,524.07,1048.14,586.48,COMPLETED,UK
ORD003678,CUST00484,C006,2024-06-20,Beauty,Beauty Item 6,1,76.38,76.38,26.99,COMPLETED,UK
ORD003679,CUST02438,C006,2024-06-20,Clothing,Clothing Item 40,2,43.54,87.08,44.44,COMPLETED,FR
ORD003680,CUST00166,C006,2024-06-20,Food & Beverage,Food & Beverage Item 13,2,73.61,147.22,41.12,COMPLETED,US
ORD003681,CUST01272,C006,2024-06-20,Home & Garden,Home & Garden Item 33,1,325.07,325.07,126.51,COMPLETED,US
ORD003682,CUST04072,C006,2024-06-20,Electronics,Electronics Item 50,3,631.52,1894.56,1001.66,COMPLETED,US
ORD003683,CUST01201,C006,2024-06-20,Sports,Sports Item 43,3,139.69,419.07,185.61,COMPLETED,AU
ORD003684,CUST01360,C006,2024-06-20,Electronics,Electronics Item 13,1,736.3,736.3,437.5,COMPLETED,AU
ORD003685,CUST01516,C006,2024-06-20,Books,Books Item 6,1,43.05,43.05,18.69,COMPLETED,US
ORD003686,CUST01394,C006,2024-06-20,Beauty,Beauty Item 19,5,51.72,258.6,61.75,COMPLETED,UK
ORD003687,CUST03382,C006,2024-06-20,Electronics,Electronics Item 33,2,819.06,1638.12,793.97,COMPLETED,US
ORD003688,CUST01082,C006,2024-06-20,Clothing,Clothing Item 14,1,169.98,169.98,67.72,COMPLETED,US
ORD003690,CUST03401,C006,2024-06-20,Clothing,Clothing Item 5,1,89.09,89.09,50.35,COMPLETED,US
ORD003691,CUST03348,C006,2024-06-20,Clothing,Clothing Item 2,2,70.09,140.18,85.87,COMPLETED,US
ORD003692,CUST01000,C006,2024-06-20,Toys,Toys Item 19,5,132.83,664.1500000000001,313.52,COMPLETED,UK
ORD003693,CUST01526,C006,2024-06-20,Electronics,Electronics Item 18,1,662.18,662.18,413.59,COMPLETED,US
ORD003694,CUST03075,C006,2024-06-20,Electronics,Electronics Item 1,3,597.33,1791.9900000000002,884.19,COMPLETED,US
ORD003695,CUST04191,C006,2024-06-20,Books,Books Item 41,2,39.62,79.24,36.47,COMPLETED,AU
ORD003696,CUST01998,C006,2024-06-21,Books,Books Item 24,1,58.69,58.69,31.68,COMPLETED,CA
ORD003697,CUST01201,C006,2024-06-21,Clothing,Clothing Item 21,1,143.87,143.87,70.2,COMPLETED,US
ORD003698,CUST01287,C006,2024-06-21,Electronics,Electronics Item 36,3,430.61,1291.83,804.88,COMPLETED,US
ORD003699,CUST00012,C006,2024-06-21,Toys,Toys Item 6,1,81.71,81.71,51.44,COMPLETED,UK
ORD003700,CUST00219,C006,2024-06-21,Clothing,Clothing Item 5,3,170.87,512.61,230.81,COMPLETED,MX
ORD003701,CUST01005,C006,2024-06-21,Electronics,Electronics Item 46,2,652.85,1305.7,752.5,COMPLETED,AU
ORD003702,CUST03194,C006,2024-06-21,Home & Garden,Home & Garden Item 2,3,377.93,1133.79,524.05,COMPLETED,DE
ORD003703,CUST01593,C006,2024-06-21,Electronics,Electronics Item 20,2,749.22,1498.44,390.94,COMPLETED,CA
ORD003704,CUST02976,C006,2024-06-21,Home & Garden,Home & Garden Item 32,2,243.2,486.4,195.87,COMPLETED,UK
ORD003705,CUST00879,C006,2024-06-21,Clothing,Clothing Item 10,2,85.59,171.18,85.49,COMPLETED,CA
ORD003706,CUST03213,C006,2024-06-21,Sports,Sports Item 35,3,100.63,301.89,129.77,COMPLETED,MX
ORD003707,CUST00016,C006,2024-06-21,Sports,Sports Item 17,5,88.97,444.85,210.16,COMPLETED,DE
ORD003708,CUST01227,C006,2024-06-21,Home & Garden,Home & Garden Item 23,1,37.21,37.21,24.04,COMPLETED,UK
ORD003709,CUST01699,C006,2024-06-21,Sports,Sports Item 16,2,41.49,82.98,25.3,COMPLETED,AU
ORD003710,CUST01498,C006,2024-06-21,Clothing,Clothing Item 38,1,96.36,96.36,51.9,COMPLETED,DE
ORD003711,CUST03265,C006,2024-06-21,Beauty,Beauty Item 25,1,107.37,107.37,67.58,COMPLETED,US
ORD003712,CUST04262,C006,2024-06-21,Electronics,Electronics Item 17,3,554.6,1663.8000000000002,793.61,COMPLETED,US
ORD003713,CUST02369,C006,2024-06-21,Clothing,Clothing Item 41,4,111.46,445.84,173.97,COMPLETED,US
ORD003714,CUST02263,C006,2024-06-21,Home & Garden,Home & Garden Item 28,3,388.46,1165.3799999999999,319.59,COMPLETED,CA
ORD003715,CUST03881,C006,2024-06-21,Electronics,Electronics Item 43,2,887.97,1775.94,648.62,COMPLETED,FR
ORD003716,CUST04040,C006,2024-06-21,Electronics,Electronics Item 42,2,870.1,1740.2,965.59,COMPLETED,US
ORD003717,CUST00285,C006,2024-06-22,Toys,Toys Item 36,2,133.44,266.88,124.63,COMPLETED,AU
ORD003718,CUST00428,C006,2024-06-22,Sports,Sports Item 16,1,165.44,165.44,49.56,COMPLETED,US
ORD003719,CUST00261,C006,2024-06-22,Electronics,Electronics Item 37,1,501.71,501.71,259.51,COMPLETED,FR
ORD003720,CUST02067,C006,2024-06-22,Beauty,Beauty Item 7,1,108.6,108.6,38.72,COMPLETED,UK
ORD003721,CUST00462,C006,2024-06-22,Beauty,Beauty Item 27,1,35.3,35.3,16.08,COMPLETED,US
ORD003723,CUST03855,C006,2024-06-22,Clothing,Clothing Item 23,1,22.16,22.16,11.79,COMPLETED,FR
ORD003724,CUST02845,C006,2024-06-22,Books,Books Item 29,2,26.95,53.9,28.68,COMPLETED,FR
ORD003725,CUST04210,C006,2024-06-22,Electronics,Electronics Item 27,3,272.02,816.06,388.42,COMPLETED,FR
ORD003726,CUST02594,C006,2024-06-22,Clothing,Clothing Item 47,2,59.01,118.02,65.33,COMPLETED,FR
ORD003727,CUST01671,C006,2024-06-22,Sports,Sports Item 24,2,76.31,152.62,61.8,COMPLETED,US
ORD003728,CUST01862,C006,2024-06-22,Clothing,Clothing Item 17,1,124.55,124.55,67.04,COMPLETED,US
ORD003729,CUST02023,C006,2024-06-22,Books,Books Item 26,1,36.33,36.33,19.53,COMPLETED,UK
ORD003730,CUST00620,C006,2024-06-22,Books,Books Item 16,2,57.58,115.16,55.55,COMPLETED,DE
ORD003731,CUST02815,C006,2024-06-22,Beauty,Beauty Item 45,2,35.05,70.1,24.55,COMPLETED,UK
ORD003732,CUST02334,C006,2024-06-22,Electronics,Electronics Item 36,2,313.6,627.2,204.64,COMPLETED,UK
ORD003733,CUST00054,C006,2024-06-22,Clothing,Clothing Item 8,5,118.13,590.65,360.47,COMPLETED,UK
ORD003734,CUST01796,C006,2024-06-22,Electronics,Electronics Item 40,1,704.87,704.87,341.35,COMPLETED,US
ORD003735,CUST01549,C006,2024-06-22,Toys,Toys Item 47,1,54.05,54.05,25.85,COMPLETED,AU
ORD003736,CUST02002,C006,2024-06-22,Food & Beverage,Food & Beverage Item 14,2,48.71,97.42,44.48,COMPLETED,UK
ORD003737,CUST03987,C006,2024-06-22,Clothing,Clothing Item 36,1,125.33,125.33,67.02,COMPLETED,FR
ORD003738,CUST04350,C006,2024-06-23,Sports,Sports Item 35,2,135.35,270.7,124.3,COMPLETED,DE
ORD003739,CUST02739,C006,2024-06-23,Electronics,Electronics Item 12,1,406.65,406.65,233.15,COMPLETED,US
ORD003740,CUST00305,C006,2024-06-23,Home & Garden,Home & Garden Item 4,1,174.85,174.85,95.33,COMPLETED,US
ORD003741,CUST04346,C006,2024-06-23,Toys,Toys Item 40,1,18.19,18.19,6.74,COMPLETED,US
ORD003742,CUST02389,C006,2024-06-23,Toys,Toys Item 32,1,49.27,49.27,25.54,COMPLETED,DE
ORD003743,CUST01963,C006,2024-06-23,Home & Garden,Home & Garden Item 1,3,374.02,1122.06,535.56,COMPLETED,UK
ORD003744,CUST03522,C006,2024-06-23,Toys,Toys Item 32,2,138.46,276.92,146.88,COMPLETED,UK
ORD003745,CUST00175,C006,2024-06-23,Beauty,Beauty Item 2,4,62.8,251.2,127.28,COMPLETED,AU
ORD003748,CUST04153,C006,2024-06-23,Home & Garden,Home & Garden Item 2,4,258.01,1032.04,587.27,COMPLETED,US
ORD003749,CUST02528,C006,2024-06-23,Electronics,Electronics Item 17,1,715.22,715.22,263.27,COMPLETED,MX
ORD003750,CUST02791,C006,2024-06-23,Beauty,Beauty Item 47,2,115.35,230.7,113.26,COMPLETED,UK
ORD003751,CUST00607,C006,2024-06-23,Sports,Sports Item 24,1,340.82,340.82,166.38,COMPLETED,UK
ORD003752,CUST02343,C006,2024-06-23,Sports,Sports Item 44,2,316.64,633.28,289.77,COMPLETED,US
ORD003753,CUST03860,C006,2024-06-23,Beauty,Beauty Item 23,3,76.22,228.66,132.44,COMPLETED,US
ORD003754,CUST00217,C006,2024-06-23,Toys,Toys Item 43,1,145.06,145.06,78.32,COMPLETED,US
ORD003755,CUST01845,C006,2024-06-23,Sports,Sports Item 36,2,67.85,135.7,72.51,COMPLETED,FR
ORD003756,CUST01494,C006,2024-06-23,Home & Garden,Home & Garden Item 45,4,147.41,589.64,296.97,COMPLETED,US
ORD003757,CUST03389,C006,2024-06-23,Electronics,Electronics Item 30,2,721.46,1442.92,595.94,COMPLETED,UK
ORD003758,CUST00519,C006,2024-06-23,Electronics,Electronics Item 32,3,888.1,2664.3,1676.53,COMPLETED,US
ORD003759,CUST02941,C006,2024-06-24,Electronics,Electronics Item 42,1,632.88,632.88,353.95,COMPLETED,CA
ORD003760,CUST02546,C006,2024-06-24,Electronics,Electronics Item 42,4,713.07,2852.28,781.03,COMPLETED,CA
ORD003761,CUST03879,C006,2024-06-24,Sports,Sports Item 22,1,153.35,153.35,98.97,COMPLETED,DE
ORD003763,CUST00903,C006,2024-06-24,Electronics,Electronics Item 24,1,499.71,499.71,320.77,COMPLETED,US
