customer_id,country,city,gender,device,customer_segment,age
CUST01152,MX,London,Prefer not to say,Desktop,Returning,55
CUST01153,MX,Berlin,Non-binary,Mobile,Returning,35
CUST01154,MX,Berlin,Non-binary,Mobile,Returning,53
CUST01155,MX,Chicago,Male,Tablet,At-Risk,65
CUST01156,AU,Sydney,Prefer not to say,Tablet,VIP,33
CUST01157,CA,New York,Non-binary,Tablet,Returning,18
CUST01158,UK,LA,Non-binary,Desktop,VIP,45
CUST01159,US,Toronto,Female,Tablet,Returning,73
CUST01160,US,LA,Non-binary,Tablet,Returning,25
CUST01161,UK,Mexico City,Female,Mobile,Returning,19
CUST01162,AU,New York,Female,Desktop,New,18
CUST01163,US,Sydney,Male,Tablet,New,65
CUST01164,AU,Berlin,Female,Tablet,New,45
CUST01165,FR,Paris,Prefer not to say,Mobile,Returning,43
CUST01166,CA,Berlin,Female,Tablet,New,18
CUST01167,CA,Paris,Male,Desktop,At-Risk,25
CUST01168,US,Berlin,Non-binary,Tablet,Inactive,46
CUST01169,FR,LA,Prefer not to say,Mobile,Returning,61
CUST01170,US,Sydney,Prefer not to say,Mobile,At-Risk,35
CUST01171,AU,New York,Non-binary,Desktop,At-Risk,75
CUST01172,CA,Toronto,Prefer not to say,Desktop,Returning,65
CUST01173,CA,Toronto,Female,Tablet,At-Risk,25
CUST01174,UK,Chicago,Male,Tablet,Returning,65
CUST01175,FR,Paris,Prefer not to say,Mobile,Inactive,45
CUST01176,CA,Mexico City,Prefer not to say,Mobile,Inactive,65
CUST01177,US,Chicago,Female,Desktop,Returning,72
CUST01178,US,Toronto,Male,Desktop,New,25
CUST01179,FR,Paris,Female,Mobile,Returning,25
CUST01180,US,Mexico City,Non-binary,Tablet,New,21
CUST01181,AU,LA,Female,Desktop,New,45
CUST01182,DE,Paris,Male,Desktop,VIP,29
CUST01183,FR,LA,Male,Mobile,Returning,52
CUST01184,FR,Sydney,Non-binary,Tablet,New,55
CUST01185,US,Paris,Non-binary,Tablet,Returning,45
CUST01186,US,Mexico City,Female,Desktop,Inactive,65
CUST01187,MX,Mexico City,Prefer not to say,Mobile,At-Risk,60
CUST01188,AU,Toronto,Male,Mobile,New,65
CUST01189,US,Berlin,Male,Mobile,Returning,21
CUST01190,FR,London,Male,Mobile,New,26
CUST01191,CA,New York,Female,Desktop,New,59
CUST01192,FR,Sydney,Non-binary,Tablet,Returning,55
CUST01193,UK,LA,Male,Mobile,New,61
CUST01194,CA,Mexico City,Female,Tablet,Inactive,25
CUST01195,AU,Mexico City,Non-binary,Desktop,Returning,55
CUST01196,MX,London,Prefer not to say,Tablet,New,45
CUST01197,US,Toronto,Non-binary,Tablet,VIP,65
CUST01198,MX,Paris,Prefer not to say,Mobile,VIP,25
CUST01199,US,LA,Prefer not to say,Mobile,New,35
CUST01200,CA,Chicago,Female,Desktop,At-Risk,35
CUST01201,US,LA,Female,Tablet,Inactive,52
CUST01202,UK,London,Non-binary,Tablet,Returning,18
CUST01203,CA,Mexico City,Prefer not to say,Desktop,New,45
CUST01204,US,Chicago,Female,Mobile,Returning,65
CUST01205,US,Berlin,Female,Tablet,Returning,65
CUST01206,UK,Berlin,Prefer not to say,Tablet,Returning,31
CUST01207,UK,Toronto,Non-binary,Tablet,At-Risk,65
CUST01208,MX,LA,Male,Tablet,At-Risk,42
CUST01209,DE,London,Prefer not to say,Mobile,New,18
CUST01210,UK,Sydney,Male,Desktop,New,65
CUST01211,AU,Mexico City,Non-binary,Mobile,VIP,18
CUST01212,US,Chicago,Female,Mobile,Returning,55
CUST01213,UK,Paris,Prefer not to say,Desktop,Inactive,42
CUST01214,CA,Mexico City,Male,Desktop,New,65
CUST01215,CA,Paris,Female,Desktop,New,25
CUST01216,US,Sydney,Male,Desktop,At-Risk,45
CUST01217,CA,New York,Non-binary,Tablet,Returning,37
CUST01218,US,Toronto,Male,Tablet,Returning,24
CUST01219,US,London,Female,Desktop,New,45
CUST01220,CA,Mexico City,Non-binary,Mobile,At-Risk,45
CUST01221,US,Paris,Male,Desktop,Returning,30
CUST01222,US,Chicago,Prefer not to say,Desktop,New,25
CUST01223,US,Sydney,Non-binary,Mobile,returning,66
CUST01224,UK,Berlin,Prefer not to say,Tablet,VIP,78
CUST01225,US,Berlin,Male,Tablet,New,23
CUST01226,CA,New York,Prefer not to say,Desktop,Inactive,45
CUST01227,US,Chicago,Female,Mobile,New,45
CUST01228,AU,Paris,Female,Desktop,VIP,25
CUST01229,DE,Chicago,Female,Mobile,New,25
CUST01230,CA,Paris,Male,Tablet,Inactive,31
CUST01231,MX,Toronto,Female,Desktop,Returning,45
CUST01232,UK,London,Male,Desktop,Returning,47
CUST01233,AU,New York,Female,Mobile,New,45
CUST01234,AU,Sydney,Non-binary,Tablet,New,35
CUST01235,CA,London,Male,Mobile,Returning,47
CUST01236,UK,Berlin,Non-binary,Mobile,Returning,26
CUST01237,DE,LA,Female,Tablet,New,45
CUST01238,US,Toronto,Female,Tablet,Inactive,55
CUST01239,UK,Sydney,Female,Tablet,Returning,55
CUST01240,US,London,Non-binary,Desktop,Returning,25
CUST01241,MX,Mexico City,Male,Mobile,Returning,18
CUST01242,US,New York,Female,Tablet,New,42
CUST01243,FR,LA,Female,Desktop,At-Risk,55
CUST01244,UK,London,Female,Mobile,Returning,53
CUST01245,US,Mexico City,Prefer not to say,Tablet,VIP,61
CUST01246,US,Mexico City,Male,Mobile,VIP,35
CUST01247,US,Chicago,Non-binary,Mobile,New,35
CUST01248,US,New York,Non-binary,Tablet,Returning,31
CUST01249,US,London,Female,Desktop,At-Risk,65
CUST01250,CA,New York,Non-binary,Mobile,Returning,18
CUST01251,CA,LA,Prefer not to say,Tablet,Returning,18
CUST01252,DE,Sydney,Female,Desktop,New,55
CUST01253,FR,Toronto,Prefer not to say,Desktop,New,50
CUST01254,UK,Chicago,Female,Tablet,Returning,25
CUST01255,,Chicago,Female,Desktop,New,39
CUST01256,US,Toronto,Prefer not to say,Tablet,New,27
CUST01257,AU,New York,Male,Desktop,New,55
CUST01258,US,Chicago,Female,Mobile,Inactive,65
CUST01259,DE,New York,Male,Tablet,At-Risk,18
CUST01260,US,Sydney,Female,Desktop,New,25
CUST01261,US,London,Male,Mobile,Returning,18
CUST01262,,Paris,Female,Mobile,New,35
CUST01263,US,Berlin,Non-binary,Mobile,Returning,52
CUST01264,FR,LA,Prefer not to say,Mobile,At-Risk,65
CUST01265,CA,Berlin,Male,Desktop,New,42
CUST01266,DE,Mexico City,Non-binary,Tablet,New,28
CUST01267,,London,Non-binary,Mobile,VIP,68
CUST01268,CA,LA,Male,Mobile,At-Risk,35
CUST01269,CA,Sydney,Male,Mobile,Returning,25
CUST01270,US,Chicago,Female,Desktop,Returning,22
CUST01271,MX,Paris,Non-binary,Mobile,VIP,45
CUST01272,UK,Sydney,Female,Desktop,Returning,46
CUST01273,UK,Toronto,Male,Mobile,At-Risk,61
CUST01274,US,Chicago,Male,Mobile,Returning,35
CUST01275,US,Mexico City,Prefer not to say,Mobile,Returning,35
CUST01276,AU,Chicago,Prefer not to say,Tablet,New,25
CUST01277,CA,LA,Prefer not to say,Tablet,VIP,24
CUST01278,CA,LA,Male,Tablet,New,29
CUST01279,US,Mexico City,Non-binary,Desktop,VIP,45
CUST01280,UK,London,Male,Mobile,VIP,80
CUST01281,DE,New York,Prefer not to say,Desktop,Returning,25
CUST01282,AU,Mexico City,Non-binary,Tablet,Inactive,38
CUST01283,CA,Chicago,Female,Desktop,Returning,18
CUST01284,MX,Mexico City,Male,Tablet,At-Risk,26
CUST01285,FR,Paris,Female,Mobile,Returning,66
CUST01286,MX,LA,Male,Desktop,New,25
CUST01287,US,LA,Male,Mobile,New,35
CUST01288,US,New York,Female,Desktop,New,58
CUST01289,US,Sydney,Male,Mobile,Inactive,64
CUST01290,US,Paris,Female,Desktop,At-Risk,36
CUST01291,US,Berlin,Prefer not to say,Tablet,VIP,67
CUST01292,US,Paris,Prefer not to say,Tablet,Returning,18
CUST01293,US,LA,Male,Tablet,VIP,31
CUST01294,FR,Chicago,Non-binary,Desktop,At-Risk,25
CUST01295,CA,Paris,Male,Tablet,Returning,35
CUST01296,US,LA,Female,Tablet,Inactive,29
CUST01297,US,London,Male,Desktop,At-Risk,25
CUST01298,US,London,Non-binary,Desktop,New,35
CUST01299,AU,Sydney,Non-binary,Desktop,New,46
CUST01300,DE,London,Prefer not to say,Desktop,New,45
CUST01301,US,Berlin,Non-binary,Mobile,Returning,45
CUST01302,UK,New York,Male,Tablet,At-Risk,38
CUST01303,UK,LA,Non-binary,Desktop,New,19
CUST01304,US,Sydney,Male,Desktop,Returning,30
CUST01305,UK,Chicago,Male,Desktop,New,45
CUST01306,MX,Berlin,Prefer not to say,Mobile,New,35
CUST01307,US,Mexico City,Female,Desktop,Returning,35
CUST01308,CA,Paris,Male,Desktop,New,62
CUST01309,US,New York,Prefer not to say,Desktop,New,18
CUST01310,US,Paris,Male,Desktop,New,31
CUST01311,MX,London,Female,Mobile,New,55
CUST01312,CA,Paris,Prefer not to say,Desktop,New,26
CUST01313,AU,Paris,Male,Tablet,Returning,45
CUST01314,US,Chicago,Non-binary,Tablet,VIP,65
CUST01315,UK,Berlin,Male,Tablet,Returning,33
CUST01316,AU,Chicago,Prefer not to say,Tablet,Inactive,18
CUST01317,US,Toronto,Prefer not to say,Tablet,VIP,33
CUST01318,MX,Toronto,Male,Desktop,Returning,31
CUST01319,CA,LA,Prefer not to say,Tablet,Returning,35
CUST01320,CA,Paris,Non-binary,Mobile,At-Risk,35
CUST01321,MX,Chicago,Prefer not to say,Desktop,New,35
CUST01322,FR,LA,Male,Mobile,Returning,48
CUST01323,DE,Mexico City,Male,Tablet,New,54
CUST01324,US,Paris,Female,Mobile,New,65
CUST01325,MX,Sydney,Male,Desktop,New,18
CUST01326,FR,Paris,Male,Desktop,At-Risk,65
CUST01327,CA,London,Non-binary,Desktop,At-Risk,35
CUST01328,MX,Chicago,Non-binary,Tablet,New,24
CUST01329,CA,Paris,Female,Tablet,New,39
CUST01330,DE,New York,Prefer not to say,Mobile,Returning,65
CUST01331,AU,Berlin,Female,Desktop,Returning,30
CUST01332,US,Paris,Non-binary,Tablet,New,56
CUST01333,US,New York,Female,Mobile,New,22
CUST01334,US,Chicago,Prefer not to say,Tablet,Returning,64
CUST01335,US,London,Female,Tablet,At-Risk,68
CUST01336,CA,LA,Female,Tablet,New,65
CUST01337,US,LA,Male,Mobile,Returning,23
CUST01338,US,Berlin,Female,Desktop,Returning,19
CUST01339,MX,LA,Female,Tablet,Returning,18
CUST01340,FR,Chicago,Non-binary,Mobile,At-Risk,49
CUST01341,DE,New York,Male,Desktop,Returning,73
CUST01342,DE,Mexico City,Non-binary,Mobile,New,60
CUST01343,UK,Chicago,Female,Desktop,Returning,19
CUST01344,CA,Chicago,Non-binary,Desktop,New,25
CUST01345,CA,London,Prefer not to say,Tablet,Returning,69
CUST01346,UK,London,Female,Mobile,Inactive,45
CUST01347,MX,London,Female,Mobile,Returning,23
CUST01348,MX,London,Non-binary,Tablet,Returning,49
CUST01349,MX,Berlin,Male,Desktop,Returning,25
CUST01350,CA,Mexico City,Non-binary,Desktop,Returning,60
CUST01351,CA,Berlin,Female,Mobile,At-Risk,45
CUST01352,CA,LA,Male,Desktop,At-Risk,25
CUST01353,US,Berlin,Female,Tablet,Returning,45
CUST01354,DE,LA,Non-binary,Tablet,Returning,29
CUST01355,DE,Paris,Non-binary,Desktop,Returning,71
CUST01356,UK,London,Prefer not to say,Mobile,New,54
CUST01357,DE,Toronto,Male,Desktop,Returning,35
CUST01358,US,Paris,Male,Tablet,New,54
CUST01359,CA,Sydney,Male,Desktop,New,69
CUST01360,CA,Mexico City,Non-binary,Desktop,Returning,35
CUST01361,CA,Sydney,Male,Desktop,Inactive,65
CUST01362,US,New York,Female,Mobile,New,26
CUST01363,US,Berlin,Male,Tablet,New,25
CUST01364,US,London,Male,Desktop,New,20
CUST01365,MX,Chicago,Prefer not to say,Mobile,VIP,35
CUST01366,DE,LA,Female,Tablet,Returning,45
CUST01367,CA,Sydney,Female,Mobile,At-Risk,35
CUST01368,US,Toronto,Female,Tablet,Returning,38
CUST01369,US,Toronto,Prefer not to say,Desktop,New,27
CUST01370,CA,Mexico City,Non-binary,Desktop,At-Risk,25
CUST01371,US,Chicago,Female,Desktop,New,59
CUST01372,UK,Toronto,Male,Desktop,At-Risk,32
CUST01373,CA,Chicago,Prefer not to say,Mobile,Returning,58
CUST01374,US,New York,Prefer not to say,Tablet,New,45
CUST01375,CA,LA,Non-binary,Desktop,Inactive,18
CUST01376,UK,New York,Prefer not to say,Desktop,Returning,45
CUST01377,FR,Paris,Female,Desktop,VIP,45
CUST01378,DE,Sydney,Prefer not to say,Mobile,Returning,35
CUST01379,US,New York,Male,Tablet,New,18
CUST01380,UK,Paris,Prefer not to say,Desktop,New,19
CUST01381,CA,Toronto,Non-binary,Tablet,New,45
CUST01382,CA,Chicago,Prefer not to say,Tablet,New,65
CUST01383,US,Chicago,Female,Desktop,VIP,42
CUST01384,FR,New York,Female,Desktop,Returning,50
CUST01385,FR,Sydney,Male,Desktop,Returning,18
CUST01386,US,London,Female,Tablet,At-Risk,22
CUST01387,US,Berlin,Prefer not to say,Desktop,Returning,18
CUST01388,CA,Berlin,Prefer not to say,Mobile,Returning,74
CUST01389,AU,Sydney,Male,Desktop,At-Risk,35
CUST01390,US,Toronto,Female,Desktop,Inactive,25
CUST01391,DE,Paris,Non-binary,Mobile,VIP,65
CUST01392,FR,Mexico City,Prefer not to say,Tablet,Inactive,18
CUST01393,CA,Paris,Non-binary,Desktop,Returning,35
CUST01394,UK,LA,Prefer not to say,Desktop,Returning,75
CUST01395,US,Chicago,Prefer not to say,Tablet,Returning,18
CUST01396,DE,London,Prefer not to say,Desktop,VIP,55
CUST01397,UK,LA,Male,Desktop,New,18
CUST01398,CA,New York,Non-binary,Mobile,At-Risk,74
CUST01399,FR,LA,Non-binary,Mobile,New,55
CUST01400,DE,New York,Prefer not to say,Desktop,New,18
CUST01401,MX,LA,Non-binary,Desktop,Returning,53
CUST01402,DE,Berlin,Female,Tablet,VIP,45
CUST01403,MX,London,Male,Desktop,New,55
CUST01404,UK,Paris,Male,Mobile,Returning,25
CUST01405,CA,Berlin,Prefer not to say,Desktop,Inactive,55
CUST01406,MX,Mexico City,Male,Desktop,New,45
CUST01407,CA,Berlin,Female,Tablet,Returning,25
CUST01408,US,New York,Prefer not to say,Tablet,New,45
CUST01409,US,LA,Non-binary,Tablet,At-Risk,43
CUST01410,UK,New York,Male,Tablet,Returning,65
CUST01411,AU,Toronto,Female,Tablet,New,67
CUST01412,US,Chicago,Non-binary,Tablet,Returning,65
CUST01413,UK,LA,Male,Mobile,VIP,56
CUST01414,UK,LA,Prefer not to say,Mobile,New,18
CUST01415,MX,London,Prefer not to say,Desktop,Inactive,21
CUST01416,CA,LA,Prefer not to say,Mobile,VIP,57
CUST01417,AU,Mexico City,Female,Desktop,New,65
CUST01418,FR,Sydney,Non-binary,Tablet,Inactive,23
CUST01419,AU,Paris,Female,Mobile,Returning,19
CUST01420,DE,London,Male,Tablet,New,47
CUST01421,UK,Berlin,Female,Desktop,Inactive,22
CUST01422,CA,Berlin,Female,Desktop,Inactive,21
CUST01423,MX,Chicago,Non-binary,Tablet,New,55
CUST01424,UK,Chicago,Non-binary,Tablet,At-Risk,65
CUST01425,FR,Sydney,Female,Tablet,Returning,45
CUST01426,UK,Berlin,Non-binary,Tablet,New,44
CUST01427,US,Chicago,Female,Mobile,VIP,18
CUST01428,FR,Toronto,Female,Mobile,Returning,45
CUST01429,MX,London,Male,Mobile,New,18
CUST01430,UK,New York,Female,Desktop,Returning,35
CUST01431,MX,Mexico City,Female,Mobile,Inactive,25
CUST01432,FR,Chicago,Prefer not to say,Tablet,New,42
CUST01433,DE,LA,Female,Mobile,Returning,18
CUST01434,CA,LA,Non-binary,Mobile,Returning,45
CUST01435,UK,Toronto,Prefer not to say,Tablet,New,45
CUST01436,UK,Sydney,Prefer not to say,Tablet,At-Risk,31
CUST01437,US,London,Male,Mobile,At-Risk,29
CUST01438,DE,Toronto,Non-binary,Desktop,Returning,55
CUST01439,US,LA,Female,Tablet,Inactive,30
CUST01440,CA,Mexico City,Male,Tablet,Returning,52
CUST01441,US,London,Female,Desktop,Returning,18
CUST01442,US,Berlin,Male,Mobile,At-Risk,56
CUST01443,DE,New York,Non-binary,Mobile,At-Risk,73
CUST01444,AU,Mexico City,Prefer not to say,Mobile,Inactive,64
CUST01445,US,Toronto,Non-binary,Desktop,Returning,18
CUST01446,US,Toronto,Prefer not to say,Tablet,New,18
CUST01447,UK,Paris,Female,Desktop,New,45
CUST01448,,Berlin,Non-binary,Mobile,Returning,18
CUST01449,US,New York,Female,Desktop,New,34
CUST01450,US,Toronto,Male,Mobile,At-Risk,24
CUST01451,US,Berlin,Female,Desktop,New,35
CUST01452,UK,LA,Male,Desktop,New,71
CUST01453,UK,Berlin,Female,Desktop,VIP,74
CUST01454,CA,London,Non-binary,Tablet,New,69
CUST01455,US,Sydney,Non-binary,Mobile,Inactive,35
CUST01456,US,Toronto,Male,Desktop,VIP,35
CUST01457,AU,Sydney,Male,Mobile,Returning,45
CUST01458,CA,LA,Male,Desktop,Returning,59
CUST01459,UK,Paris,Prefer not to say,Mobile,At-Risk,18
CUST01460,US,New York,Non-binary,Mobile,Returning,65
CUST01461,DE,London,Female,Mobile,Inactive,35
CUST01462,MX,New York,Male,Tablet,At-Risk,45
CUST01463,CA,Mexico City,Non-binary,Mobile,Returning,55
CUST01464,AU,New York,Non-binary,Tablet,New,25
CUST01465,US,Paris,Male,Tablet,New,56
CUST01466,FR,New York,Male,Desktop,At-Risk,38
CUST01467,CA,New York,Prefer not to say,Mobile,Returning,25
CUST01468,UK,Toronto,Prefer not to say,Mobile,At-Risk,65
CUST01469,DE,LA,Prefer not to say,Mobile,Returning,56
CUST01470,UK,Chicago,Female,Tablet,New,34
CUST01471,US,Mexico City,Prefer not to say,Tablet,New,71
CUST01472,AU,London,Non-binary,Mobile,New,25
CUST01473,AU,Berlin,Male,Mobile,Returning,23
CUST01474,UK,Berlin,Non-binary,Tablet,New,18
CUST01475,MX,Berlin,Non-binary,Desktop,New,35
CUST01476,CA,London,Male,Mobile,Inactive,45
CUST01477,US,Toronto,Non-binary,Tablet,New,56
CUST01478,DE,Toronto,Prefer not to say,Tablet,Returning,65
CUST01479,MX,LA,Female,Tablet,New,65
CUST01480,UK,LA,Male,Tablet,Returning,75
CUST01481,UK,Toronto,Non-binary,Mobile,Returning,45
CUST01482,US,LA,Female,Desktop,Returning,45
CUST01483,US,LA,Non-binary,Tablet,Returning,35
CUST01484,UK,Chicago,Female,Desktop,New,51
CUST01485,US,London,Non-binary,Desktop,New,61
CUST01486,MX,Sydney,Female,Mobile,Inactive,62
CUST01487,US,Mexico City,Prefer not to say,Tablet,Returning,18
CUST01488,MX,LA,Female,Tablet,VIP,21
CUST01489,CA,Mexico City,Female,Tablet,Returning,25
CUST01490,CA,LA,Male,Mobile,Returning,63
CUST01491,MX,Paris,Non-binary,Desktop,Returning,77
CUST01492,AU,Mexico City,Male,Mobile,Inactive,55
CUST01493,DE,Sydney,Prefer not to say,Desktop,VIP,35
CUST01494,AU,LA,Female,Desktop,New,55
CUST01495,DE,Mexico City,Prefer not to say,Desktop,At-Risk,55
CUST01496,US,Toronto,Prefer not to say,Tablet,New,25
CUST01497,CA,Chicago,Male,Desktop,Returning,18
CUST01498,US,London,Male,Mobile,New,34
CUST01499,US,Mexico City,Female,Mobile,Returning,26
CUST01500,UK,New York,Non-binary,Mobile,New,25
CUST01501,AU,Sydney,Non-binary,Mobile,Returning,46
CUST01502,UK,LA,Female,Desktop,Returning,45
CUST01503,CA,Toronto,Male,Desktop,VIP,18
CUST01504,CA,Mexico City,Male,Tablet,Returning,45
CUST01505,MX,Mexico City,Non-binary,Mobile,Inactive,23
CUST01506,FR,New York,Female,Mobile,Inactive,21
CUST01507,FR,Chicago,Prefer not to say,Mobile,New,25
CUST01508,US,LA,Female,Mobile,Returning,29
CUST01509,UK,Chicago,Male,Desktop,New,63
CUST01510,MX,Berlin,Prefer not to say,Tablet,Returning,80
CUST01511,US,Sydney,Prefer not to say,Tablet,VIP,42
CUST01512,CA,London,Prefer not to say,Desktop,New,21
CUST01513,MX,Berlin,Male,Desktop,New,18
CUST01514,US,Sydney,Prefer not to say,Tablet,At-Risk,45
CUST01515,CA,Paris,Male,Tablet,New,55
CUST01516,FR,Sydney,Prefer not to say,Desktop,Returning,43
CUST01517,UK,New York,Non-binary,Desktop,New,79
CUST01518,US,LA,Non-binary,Mobile,New,61
CUST01519,AU,LA,Non-binary,Desktop,At-Risk,21
CUST01520,FR,Berlin,Female,Mobile,Returning,18
CUST01521,AU,Chicago,Non-binary,Desktop,New,25
CUST01522,AU,New York,Male,Tablet,Inactive,25
CUST01523,UK,London,Male,Mobile,New,18
CUST01524,US,Paris,Prefer not to say,Mobile,VIP,42
CUST01525,US,Paris,Male,Mobile,VIP,55
CUST01526,US,Paris,Female,Tablet,Returning,65
CUST01527,MX,London,Non-binary,Desktop,VIP,56
CUST01528,FR,London,Prefer not to say,Mobile,Returning,59
CUST01529,CA,Mexico City,Female,Desktop,New,53
CUST01530,CA,Sydney,Female,Tablet,VIP,55
CUST01531,UK,LA,Non-binary,Desktop,Returning,35
CUST01532,US,Sydney,Female,Mobile,New,63
CUST01533,UK,Toronto,Male,Desktop,VIP,55
CUST01534,AU,New York,Non-binary,Tablet,At-Risk,43
CUST01535,US,Mexico City,Prefer not to say,Tablet,VIP,42
CUST01536,US,Sydney,Male,Mobile,Returning,35
CUST01537,MX,Chicago,Male,Mobile,At-Risk,34
CUST01538,US,Mexico City,Prefer not to say,Mobile,Returning,49
CUST01539,MX,Paris,Non-binary,Tablet,New,22
CUST01540,UK,Berlin,Female,Mobile,Returning,39
CUST01541,US,Berlin,Non-binary,Desktop,Inactive,60
CUST01542,AU,Chicago,Female,Tablet,Inactive,65
CUST01543,CA,Sydney,Male,Mobile,New,45
CUST01544,US,Sydney,Non-binary,Mobile,New,79
CUST01545,DE,Mexico City,Female,Desktop,New,32
CUST01546,CA,Paris,Non-binary,Desktop,At-Risk,35
CUST01547,UK,Toronto,Male,Tablet,Returning,55
CUST01548,CA,LA,Female,Tablet,New,25
CUST01549,CA,London,Prefer not to say,Mobile,At-Risk,55
CUST01550,US,Chicago,Female,Mobile,Inactive,18
CUST01551,US,Sydney,Prefer not to say,Tablet,New,18
CUST01552,UK,Paris,Prefer not to say,Desktop,New,18
CUST01553,CA,LA,Female,Mobile,Returning,60
CUST01554,AU,Mexico City,Prefer not to say,Desktop,At-Risk,29
CUST01555,US,Berlin,Female,Mobile,At-Risk,55
CUST01556,FR,Toronto,Female,Desktop,VIP,44
CUST01557,US,Toronto,Male,Tablet,Returning,45
CUST01558,CA,New York,Non-binary,Mobile,Returning,43
CUST01559,UK,London,Non-binary,Tablet,New,45
CUST01560,AU,Sydney,Prefer not to say,Mobile,Inactive,53
CUST01561,UK,New York,Female,Tablet,New,18
CUST01562,US,LA,Male,Desktop,At-Risk,45
CUST01563,CA,London,Female,Tablet,At-Risk,18
CUST01564,CA,Berlin,Female,Tablet,At-Risk,65
CUST01565,US,New York,Male,Mobile,Returning,70
CUST01566,AU,Sydney,Male,Desktop,New,39
CUST01567,UK,New York,Non-binary,Desktop,New,49
CUST01568,CA,LA,Prefer not to say,Mobile,Returning,50
CUST01569,AU,New York,Female,Mobile,New,24
CUST01570,UK,Toronto,Non-binary,Tablet,At-Risk,18
CUST01571,CA,London,Female,Desktop,Returning,18
CUST01572,MX,London,Female,Mobile,At-Risk,33
CUST01573,UK,Berlin,Non-binary,Desktop,New,35
CUST01574,UK,Chicago,Male,Tablet,VIP,65
CUST01575,DE,Paris,Non-binary,Tablet,Inactive,34
CUST01576,US,Mexico City,Non-binary,Mobile,VIP,35
CUST01577,US,LA,Female,Desktop,New,45
CUST01578,CA,New York,Non-binary,Tablet,Returning,37
CUST01579,US,Berlin,Non-binary,Tablet,Returning,26
CUST01580,CA,Mexico City,Female,Mobile,New,36
CUST01581,DE,Paris,Prefer not to say,Mobile,VIP,55
CUST01582,DE,Paris,Non-binary,Mobile,Returning,42
CUST01583,US,London,Prefer not to say,Tablet,Returning,47
CUST01584,US,Mexico City,Female,Tablet,At-Risk,35
CUST01585,FR,New York,Male,Desktop,At-Risk,35
CUST01586,UK,New York,Female,Mobile,New,52
CUST01587,CA,Toronto,Prefer not to say,Mobile,New,22
CUST01588,FR,Berlin,Male,Desktop,At-Risk,63
CUST01589,UK,Toronto,Prefer not to say,Tablet,VIP,63
CUST01590,US,Berlin,Female,Desktop,Returning,21
CUST01591,FR,Paris,Male,Desktop,At-Risk,78
CUST01592,,Chicago,Female,Desktop,At-Risk,25
CUST01593,US,Paris,Male,Tablet,Returning,55
CUST01594,US,Paris,Male,Desktop,New,18
CUST01595,MX,Paris,Prefer not to say,Mobile,New,25
CUST01596,US,LA,Prefer not to say,Mobile,VIP,45
CUST01597,FR,New York,Female,Desktop,At-Risk,47
CUST01598,MX,Sydney,Prefer not to say,Desktop,Returning,75
CUST01599,MX,LA,Prefer not to say,Tablet,VIP,35
CUST01600,CA,LA,Female,Desktop,Inactive,55
CUST01601,US,London,Female,Tablet,New,33
CUST01602,MX,New York,Male,Desktop,Returning,18
CUST01603,DE,Paris,Non-binary,Tablet,Returning,65
CUST01604,CA,Paris,Male,Desktop,New,25
CUST01605,US,New York,Prefer not to say,Mobile,New,63
CUST01606,US,Sydney,Prefer not to say,Desktop,VIP,32
CUST01607,DE,Mexico City,Prefer not to say,Mobile,Inactive,33
CUST01608,US,LA,Prefer not to say,Tablet,Returning,29
CUST01609,FR,Paris,Male,Mobile,Returning,75
CUST01610,AU,LA,Prefer not to say,Mobile,VIP,65
CUST01611,CA,Toronto,Male,Desktop,Returning,56
CUST01612,MX,Chicago,Non-binary,Tablet,VIP,42
CUST01613,US,New York,Prefer not to say,Mobile,New,65
CUST01614,US,Berlin,Male,Mobile,New,35
CUST01615,CA,London,Prefer not to say,Tablet,New,25
CUST01616,CA,Mexico City,Male,Desktop,Returning,59
CUST01617,UK,Sydney,Female,Tablet,Returning,34
CUST01618,MX,LA,Prefer not to say,Tablet,Returning,35
CUST01619,AU,London,Non-binary,Desktop,Returning,55
CUST01620,US,Berlin,Prefer not to say,Desktop,Returning,55
CUST01621,UK,Toronto,Prefer not to say,Tablet,Returning,65
CUST01622,US,Toronto,Male,Tablet,Returning,22
CUST01623,AU,Berlin,Female,Desktop,Returning,45
CUST01624,CA,Berlin,Prefer not to say,Mobile,Returning,35
CUST01625,UK,Sydney,Female,Mobile,At-Risk,35
CUST01626,UK,Chicago,Male,Desktop,At-Risk,42
CUST01627,MX,New York,Female,Mobile,New,45
CUST01628,US,Paris,Male,Desktop,Returning,55
CUST01629,DE,LA,Non-binary,Mobile,Returning,67
CUST01630,MX,Toronto,Female,Desktop,Returning,55
CUST01631,US,Toronto,Non-binary,Mobile,Inactive,52
CUST01632,US,Toronto,Prefer not to say,Mobile,Returning,55
CUST01633,UK,Berlin,Female,Mobile,New,72
CUST01634,US,Paris,Prefer not to say,Desktop,New,75
CUST01635,AU,Mexico City,Male,Desktop,New,55
CUST01636,CA,New York,Non-binary,Desktop,At-Risk,45
CUST01637,FR,LA,Male,Mobile,Returning,52
CUST01638,US,Paris,Non-binary,Mobile,New,67
CUST01639,US,LA,Prefer not to say,Tablet,New,42
CUST01640,CA,Berlin,Prefer not to say,Tablet,VIP,35
CUST01641,DE,Chicago,Non-binary,Mobile,At-Risk,20
CUST01642,CA,Chicago,Non-binary,Desktop,New,65
